-0.102472	-0.135785	-0.111448	-0.051370	-0.032679	0.077611	0.104110	-0.059563	-0.116917	-0.113762	-0.078943	-0.041678	0.019583	0.062327	-0.049206	-0.118805	-0.074517	-0.141182	-0.127868	-0.063514	-0.098036	-0.114412	-0.147040	-0.004869	-0.124717	-0.023404	-0.012008	0.008897	0.047996	0.055664	0.104070	-0.018058	0.030966	0.070234	0.035131	0.025467	0.071473	-0.060913	-0.021057	0.031169	0.078603	0.065626	-0.103938	-0.072619	-0.030230	-0.003242	0.038622	-0.105098	-0.143130	-0.050456	-0.036256	0.010344	0.133815	0.139470	0.148121	-0.073987	-0.056790	-0.105833	0.025145	0.086935	0.171187	0.150900	-0.178485	-0.091172	-0.029749	0.021763	0.098995	-0.085115	-0.094063	-0.002165	0.025889	0.074105	-0.094261	-0.018436	0.057791	0.080441	0.116914	0.201340	0.196183	0.134381	0.001103	0.034098	0.075031	0.163724	0.211639	0.190984	0.169502	0.044665	0.123944	0.162199	0.128749	0.194027	0.128319	0.091752	0.069523	0.022665	0.081354	0.139765	0.059438	0.049055	0.065736	0.125679	0.127060	0.149095	0.123232	0.114421	-0.072676	0.067256	0.166571	0.146789	0.112244	0.071974	0.037915	0.069646	0.129612	0.036590	0.027718	0.005698	-0.017702	0.064473	-0.072652	0.037320	-0.051527	-0.039007	-0.015905	-0.039995	-0.012701	-0.057533	0.110712
-0.097616	-0.132175	-0.112385	-0.068006	-0.040878	0.082701	0.101244	-0.065289	-0.139857	-0.121845	-0.085067	-0.043764	0.018672	0.034488	-0.072953	-0.134641	-0.090921	-0.157536	-0.140699	-0.073045	-0.117773	-0.134870	-0.169577	-0.026547	-0.151357	-0.047343	-0.031272	-0.007997	0.033974	0.048898	0.100358	-0.036177	0.007584	0.050325	0.024413	0.019430	0.072496	-0.071998	-0.040981	0.012189	0.065954	0.058182	-0.095990	-0.074650	-0.055699	-0.017778	0.030133	-0.097206	-0.149941	-0.061123	-0.040089	0.006318	0.128633	0.137125	0.153449	-0.089495	-0.054587	-0.105164	0.022718	0.080570	0.169877	0.172920	-0.165996	-0.084045	-0.026681	0.020902	0.107722	-0.079540	-0.093507	0.007876	0.044265	0.099302	-0.090037	-0.008625	0.079591	0.111722	0.138886	0.217505	0.200768	0.122266	0.008622	0.056279	0.094401	0.183188	0.240782	0.208066	0.160915	0.058616	0.142045	0.185683	0.157002	0.208702	0.131248	0.109316	0.092195	0.043313	0.093941	0.143330	0.069583	0.050740	0.070987	0.125965	0.131005	0.150549	0.109954	0.111334	-0.058463	0.065299	0.164164	0.144771	0.104250	0.062500	0.058243	0.089245	0.130085	0.031141	0.025026	0.000169	-0.008173	0.082209	-0.056790	0.031620	-0.055024	-0.045713	0.006936	-0.029267	0.007854	-0.062921	0.103887
-0.095390	-0.126171	-0.107872	-0.074910	-0.036376	0.090094	0.103266	-0.070356	-0.156077	-0.122234	-0.082217	-0.039264	0.023248	-0.000697	-0.098033	-0.146523	-0.111048	-0.170868	-0.147413	-0.077563	-0.140122	-0.155349	-0.190847	-0.048638	-0.179940	-0.078568	-0.051913	-0.022052	0.024456	0.048076	0.102507	-0.063706	-0.019378	0.029900	0.016484	0.016786	0.076186	-0.087780	-0.060082	-0.001710	0.056743	0.054587	-0.091502	-0.077204	-0.071703	-0.023241	0.026957	-0.093142	-0.153890	-0.063693	-0.035678	0.008287	0.127027	0.138795	0.162870	-0.101865	-0.048418	-0.097266	0.023056	0.079013	0.170312	0.199742	-0.148671	-0.072748	-0.018150	0.022203	0.119363	-0.067599	-0.086459	0.025076	0.063707	0.129069	-0.079914	0.004999	0.103798	0.142269	0.163230	0.230625	0.208124	0.119713	0.020582	0.078636	0.109058	0.197819	0.264343	0.219507	0.157569	0.070953	0.153563	0.196952	0.175812	0.216100	0.131740	0.119857	0.103389	0.055555	0.099860	0.143186	0.072736	0.041860	0.069642	0.122126	0.132303	0.154593	0.102982	0.113373	-0.050266	0.059757	0.160321	0.144629	0.102796	0.064746	0.067704	0.099868	0.127477	0.031146	0.028259	0.005500	-0.009031	0.087927	-0.048158	0.021893	-0.051014	-0.046623	0.018783	-0.029461	0.019599	-0.074281	0.103305
-0.094286	-0.117708	-0.098891	-0.069720	-0.018787	0.099619	0.110459	-0.074753	-0.162286	-0.114430	-0.069216	-0.026771	0.033934	-0.037893	-0.118894	-0.150976	-0.132231	-0.177327	-0.144457	-0.074480	-0.160941	-0.171745	-0.204933	-0.065709	-0.206314	-0.110962	-0.069377	-0.030299	0.020959	0.053597	0.110005	-0.094654	-0.044789	0.012087	0.012557	0.017811	0.080723	-0.105273	-0.075829	-0.009513	0.051597	0.054177	-0.090556	-0.079064	-0.076365	-0.019723	0.027606	-0.091944	-0.153993	-0.058828	-0.025640	0.013406	0.126466	0.142158	0.174002	-0.109751	-0.039775	-0.085374	0.023094	0.079675	0.169439	0.225500	-0.128871	-0.060389	-0.008161	0.022229	0.129441	-0.052801	-0.075550	0.044534	0.078736	0.157559	-0.066596	0.019597	0.125173	0.165888	0.184748	0.236699	0.215936	0.126332	0.035105	0.097340	0.115029	0.202417	0.276694	0.222474	0.159696	0.079301	0.156012	0.193040	0.181104	0.214205	0.129916	0.120940	0.101360	0.057766	0.097834	0.139326	0.067887	0.023235	0.061740	0.115073	0.131290	0.160807	0.103706	0.120263	-0.048402	0.052197	0.154672	0.146702	0.108987	0.079148	0.066870	0.101195	0.122549	0.037268	0.037616	0.021435	-0.020405	0.082060	-0.046641	0.011493	-0.038792	-0.040553	0.019703	-0.038226	0.023239	-0.088954	0.108969
-0.092433	-0.106801	-0.086630	-0.051807	0.010512	0.110578	0.121980	-0.078197	-0.156899	-0.099170	-0.046097	-0.006316	0.050160	-0.070951	-0.130298	-0.145474	-0.150826	-0.173971	-0.129753	-0.062362	-0.175858	-0.180103	-0.206833	-0.073145	-0.225984	-0.137749	-0.079367	-0.030614	0.024085	0.064671	0.121154	-0.121905	-0.063635	-0.000270	0.013336	0.022179	0.084198	-0.120731	-0.086026	-0.010949	0.050586	0.056002	-0.092081	-0.078650	-0.069697	-0.008735	0.030196	-0.091477	-0.149281	-0.048426	-0.013327	0.018663	0.124478	0.144518	0.183718	-0.111988	-0.030439	-0.073109	0.020111	0.079817	0.164362	0.244051	-0.108943	-0.049987	-0.000610	0.018230	0.133733	-0.038987	-0.063915	0.061102	0.084760	0.178618	-0.053397	0.031775	0.138610	0.177236	0.198151	0.232352	0.221050	0.140132	0.049455	0.108397	0.109229	0.192922	0.273054	0.214657	0.165970	0.081189	0.147432	0.173000	0.170258	0.201653	0.125516	0.110883	0.085760	0.049356	0.087192	0.131526	0.054654	-0.003016	0.047845	0.105675	0.128028	0.167848	0.111998	0.130788	-0.052455	0.043913	0.146728	0.150495	0.122462	0.104232	0.057681	0.093925	0.116086	0.048762	0.052179	0.046080	-0.040794	0.066664	-0.050849	0.003675	-0.019143	-0.027119	0.011759	-0.051686	0.021333	-0.103148	0.119623
-0.088054	-0.093662	-0.072174	-0.022464	0.048580	0.121904	0.136045	-0.080060	-0.140312	-0.078215	-0.014178	0.020608	0.070248	-0.094041	-0.128453	-0.128972	-0.162892	-0.159372	-0.103204	-0.041264	-0.181059	-0.177379	-0.193528	-0.068117	-0.234944	-0.152896	-0.078686	-0.022150	0.033395	0.079441	0.133451	-0.138683	-0.071985	-0.005081	0.018885	0.029001	0.085049	-0.130348	-0.089198	-0.006479	0.053194	0.058980	-0.094065	-0.074349	-0.053551	0.007061	0.032860	-0.088984	-0.139053	-0.035202	-0.002122	0.021565	0.119260	0.143468	0.188830	-0.108020	-0.022193	-0.063728	0.012364	0.077221	0.153069	0.250146	-0.090956	-0.043921	0.001513	0.008814	0.129203	-0.029604	-0.054558	0.070457	0.079078	0.186993	-0.043579	0.038256	0.140213	0.172895	0.199063	0.215521	0.220132	0.157920	0.060546	0.108417	0.090162	0.167342	0.250501	0.194805	0.173781	0.074491	0.126814	0.138170	0.142679	0.178020	0.117935	0.089154	0.057727	0.030888	0.068051	0.119428	0.033426	-0.033780	0.029006	0.094615	0.122321	0.173730	0.126233	0.143077	-0.061382	0.035678	0.136070	0.154748	0.141392	0.136841	0.043015	0.079598	0.108724	0.063553	0.070031	0.076274	-0.067184	0.045020	-0.058447	0.000794	0.005723	-0.006877	-0.001437	-0.065266	0.017661	-0.112676	0.133012
-0.079972	-0.078770	-0.056313	0.015186	0.091290	0.132324	0.150271	-0.079419	-0.114787	-0.053953	0.024003	0.051266	0.091688	-0.102792	-0.111911	-0.102231	-0.165083	-0.134006	-0.066840	-0.012827	-0.174135	-0.162196	-0.164735	-0.050236	-0.230538	-0.152380	-0.065937	-0.005574	0.047428	0.095309	0.144099	-0.140031	-0.067793	-0.001401	0.028563	0.036956	0.082373	-0.131060	-0.084870	0.002800	0.058341	0.061994	-0.094067	-0.064864	-0.031208	0.024319	0.034080	-0.081889	-0.123102	-0.022145	0.005197	0.020622	0.110088	0.137520	0.187010	-0.098223	-0.016537	-0.059438	-0.000515	0.070695	0.135021	0.240777	-0.076501	-0.043546	-0.003305	-0.005737	0.114777	-0.027057	-0.049775	0.069960	0.061511	0.179636	-0.039676	0.036573	0.128216	0.152180	0.185103	0.186145	0.210545	0.175947	0.065582	0.095419	0.058472	0.126430	0.208829	0.163198	0.179836	0.057982	0.094530	0.092081	0.100115	0.144057	0.106423	0.056686	0.019851	0.004102	0.041459	0.102748	0.005478	-0.065372	0.006722	0.082316	0.113803	0.176234	0.143582	0.154980	-0.073668	0.027656	0.122545	0.157673	0.162705	0.172605	0.026118	0.060356	0.100852	0.078619	0.088533	0.108072	-0.095509	0.020987	-0.066703	0.003738	0.032493	0.018594	-0.015532	-0.074579	0.016257	-0.113857	0.146406
-0.067997	-0.062940	-0.039552	0.056617	0.133922	0.140616	0.162150	-0.075267	-0.083943	-0.028960	0.064951	0.082192	0.111642	-0.095200	-0.081971	-0.067781	-0.155437	-0.100206	-0.024487	0.019976	-0.154623	-0.135217	-0.123034	-0.021653	-0.212000	-0.135036	-0.041847	0.017001	0.063932	0.109457	0.150608	-0.123881	-0.051261	0.010405	0.041132	0.044550	0.076127	-0.121201	-0.073633	0.015328	0.064554	0.064045	-0.089802	-0.049588	-0.006703	0.039626	0.032938	-0.068522	-0.101901	-0.011926	0.006992	0.015637	0.097466	0.126479	0.177065	-0.083927	-0.014462	-0.060947	-0.017392	0.060318	0.111332	0.215585	-0.066549	-0.049011	-0.014834	-0.023544	0.091557	-0.032288	-0.050717	0.059129	0.034429	0.156246	-0.043013	0.025576	0.103310	0.117308	0.156480	0.146286	0.191032	0.190624	0.062649	0.069431	0.017057	0.073747	0.150896	0.121871	0.180945	0.031788	0.052507	0.039959	0.046596	0.101851	0.090454	0.015953	-0.024086	-0.028218	0.009473	0.081583	-0.027053	-0.094088	-0.017145	0.069018	0.102181	0.173455	0.160582	0.164529	-0.087553	0.019534	0.106432	0.157363	0.182633	0.206666	0.009940	0.038572	0.092567	0.090616	0.104769	0.137372	-0.121344	-0.001742	-0.073119	0.011746	0.057319	0.046799	-0.026418	-0.076294	0.020404	-0.104317	0.157098
-0.053014	-0.047262	-0.022189	0.096623	0.171797	0.145857	0.169621	-0.066760	-0.051998	-0.005573	0.104648	0.109853	0.127529	-0.071985	-0.042465	-0.029500	-0.133935	-0.061732	0.018984	0.053390	-0.124170	-0.099144	-0.073372	0.013397	-0.180728	-0.102802	-0.009193	0.042380	0.080275	0.119447	0.151402	-0.091582	-0.024799	0.028726	0.054946	0.050429	0.067202	-0.100937	-0.057007	0.029325	0.070245	0.064384	-0.079723	-0.028842	0.015991	0.050158	0.029240	-0.048732	-0.076646	-0.006369	0.003044	0.007699	0.083010	0.111561	0.159446	-0.067276	-0.016345	-0.067334	-0.035873	0.047365	0.084661	0.177172	-0.061444	-0.059326	-0.031233	-0.041557	0.062635	-0.044648	-0.057210	0.039665	0.002257	0.119476	-0.053425	0.005699	0.068531	0.072997	0.116078	0.099942	0.162203	0.199224	0.051112	0.032582	-0.029358	0.015175	0.082422	0.074526	0.174803	-0.002498	0.004151	-0.012091	-0.012046	0.054740	0.070073	-0.029284	-0.069595	-0.062544	-0.024920	0.056690	-0.061367	-0.116713	-0.040491	0.054932	0.087511	0.164300	0.173802	0.170307	-0.101229	0.010803	0.088513	0.152236	0.197358	0.234438	-0.003370	0.016568	0.083786	0.096606	0.116054	0.160506	-0.140659	-0.020275	-0.075952	0.022662	0.076570	0.074605	-0.031114	-0.068893	0.031771	-0.083574	0.163050
-0.036847	-0.032921	-0.004513	0.130147	0.200910	0.147596	0.171495	-0.053507	-0.022927	0.014419	0.139049	0.131281	0.137536	-0.036493	0.000948	0.008044	-0.102687	-0.023100	0.058555	0.083541	-0.086367	-0.058348	-0.022145	0.049424	-0.140098	-0.060347	0.027655	0.066828	0.093900	0.123693	0.146144	-0.047626	0.007479	0.050969	0.068238	0.053682	0.057228	-0.072275	-0.037076	0.043071	0.074013	0.062622	-0.063452	-0.004011	0.033789	0.054240	0.023481	-0.024058	-0.049232	-0.006104	-0.005489	-0.001142	0.069033	0.095091	0.136110	-0.050881	-0.021901	-0.076353	-0.052829	0.033961	0.058580	0.130471	-0.060892	-0.072601	-0.049519	-0.056264	0.032329	-0.062102	-0.067866	0.014977	-0.029512	0.074334	-0.069333	-0.021119	0.028622	0.025493	0.068905	0.052364	0.126553	0.200334	0.031771	-0.011202	-0.075056	-0.042111	0.011165	0.026084	0.160586	-0.041970	-0.046036	-0.058112	-0.069006	0.007029	0.046201	-0.074475	-0.112072	-0.095056	-0.058072	0.029624	-0.094317	-0.130958	-0.061126	0.040416	0.070377	0.148828	0.180513	0.171693	-0.113072	0.001111	0.070036	0.141442	0.203722	0.252332	-0.012801	-0.003655	0.074395	0.094719	0.120433	0.174734	-0.150555	-0.032975	-0.074529	0.033528	0.087537	0.098647	-0.028393	-0.052903	0.049998	-0.053190	0.163228
